Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Water,Composting sawdust,Recycling center,Artisan goods,Open,Electricity,Kitchen,Parking,Restaurant,Wifi,Big rig friendly,Tent friendly,Pet friendly,Showers,Toilets,Sanitation dump station,Outdoor gear,Groceries,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging
"Vía moniquirá Santa Sofia, El Chobo, Moniquirá, Ricaurte, Boyacá, 154290, Colombia",Pozo Azul,Informal Campsite,"Beautiful swimming spot in a rocky mountain stream, not very flat but with various spaces for camping in 4-man tent. Popular with locals at weekends but should have the place to yourself by 6pm. Two minute walk from the tarmac road and a small museum, where you can park a car overnight or mid-size camper. Phone Don Jairo the owner +57 311 8488524.He will arrange for someone to let you in. He charged us $5.000 to park the car overnight but we also gave a donation to the museum. Campervan stay with access to museum and toilets costs $15.000 per person  negotiable. ",5.833148,-73.591973,1785.7,2022-01-13 00:00:00 UTC,Natural Source,,,,Yes,No,No,,No,No,No,Yes,Yes,No,Running Water,,,,,,,,,,,,,
"a Termales de San Vicente, Predio Altamira, Vereda Potreros, Canoas, Santa Rosa de Cabal, Risaralda, Colombia",Cascada El Tigre,Tourist Attraction,"Beautiful waterfall right off the road, maybe a two minute walk. If it’s hot enough it would be a good swimming hole but too cold for us. Nice stop on the way to the hot spring!",4.873664,-75.537452,2334.248079493642,2022-01-19 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Hotel Misión Santa Barbara, Calle 5, Barichara, Guanentá, Santander, 684041, Colombia",Hotel Mision Santa Bárbara,Hotel,"The first hotel in BarichAra. A beautiful old home restored to an old hotel. Pool, HOT WATER!, breakfast included secure parking for many motorcycles or cars. Close to the square. 
+57 313 423 1129
Www. Hotelmisionsantabarbara.com",6.637965,-73.223953,1309.866461724043,2025-01-17 00:00:00 UTC,Potable,,,,Yes,Yes,No,Secure Parking,No,Yes - Average,Unknown,No,Yes,Hot,Running Water,,,,,,,,,,,,,
"seguridad pricada EAGLE AMERICAN , vigilancia fija y escolta, Calle 6, Barrio latino, Comuna 1 - Centro, Perímetro Urbano Cúcuta, Cúcuta, Oriental, Norte de Santander, 540006, Colombia",Dubai moto racing,Mechanic and Parts,"The only place we found that had batteries for large motos… there  are a number of other shops around that sell various parts for local style motos (lights, plugs oils etc…)",7.891687,-72.501028,310.8794169537723,2022-01-19 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,No,Yes,No,Yes,,,,
"Carrera 4, Santiago, Centro, Norte de Santander, Colombia",Hostal Villa Flores ,Hotel,"Hotel in a tiny town of Santiago along the river, 80,000COP for a double room p night(2people). Large room. Big courtyard with a swimming pool in the middle, meals available  if you ask. Gated parking lot around the back. We broke down on the side of the road and this was the closest thing, lucky the hosts are friendly and they had space. A bit expensive for what it is but it’s the only choice around. ",7.865696,-72.716831,411.79058289527893,2022-01-21 00:00:00 UTC,Non-Potable,,,,Yes,Yes - At Sites,No,Yes,Yes,Yes - Fast,Yes,No,Unknown,Cold,Running Water,,,,,,,,,,,,,
"Baré Hecho a mano, Calle 6, Barichara, Guanentá, Santander, 684041, Colombia",Terranat restaurante ,Restaurant,Wonderful food. Beef stroganoff and baby beef were excellent. Baby beef was cooked perfect medium. East to cut and flavorful!  We would come  back ,6.636980,-73.223089,1296.7951939348131,2022-01-20 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Finca la frecuencia, Path to Minca Glamping, Finca El Tabor, Minca, Santa Marta, Magdalena, 470008, Colombia",Finca Frecuencia,Hotel,"Amazing place amidst Mountains and Cloud Forest. We stayed in a Bamboo House which was spectacular - hammocks, nice beds with mosquito nets, unbelievable terasse from which you got a superb view & there is even a fantastic temple to medidate, do yoga and calm down (also made of bamboo).
Food and stuff great as well.

Plan some time here, you will for sure love it!",11.120807,-74.123422,768.9290261724964,2022-01-12 00:00:00 UTC,Unknown,,,,Yes,Yes - At Sites,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Hot,Running Water,,,,,,,,,,,,,
"Hotel Bellavista (informal campground), Calle 46, Marbella, Cartagena, Dique, Bolívar, 13001, Colombia",Kutú Panaderia,Restaurant,Bakery run by a very nice young couple who offers ball or baguette bread made with different flours. It also offers various desserts including black brioches stuffed with candied fruit and really good caramel sauce.,10.434630,-75.538440,0.0,2023-05-24 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Centro Histórico de Santa Marta, Calle 16, Localidad 2 Histórica - Rodrigo de Bastidas, Santa Marta, Magdalena, 470002, Colombia",Hostal Espiñolete,Hostel,"Lovely little hostel run by Danielle, the frendliest and most helpful colombian we met in out 4 weeks colombia trip. 

Hostel has everything you need such as kitchen, air-con, fans, free water, good bathrooms. For some extra comfort take the 4-bed family room. Location is also nice, in a quiet street, not far off the city center. 

Hostel has a 9+ rating on booking and i can highly recommend it.

",11.245438,-74.212783,6.754029273986816,2022-01-22 00:00:00 UTC,Potable,,,,Yes,Yes - At Sites,Yes,Unknown,No,Yes - Fast,No,No,Yes,Hot,Running Water,,,,,,,,,,,,,
"Sochagota, Vía al Lago, Paipa, Tundama, Boyacá, 150447, Colombia",Free showers at “Club Nautico Colsubsidio”,Showers,"Walk through the “club nautico de Colsubsidio” as if you were going to rent a boat, there are two bathrooms both with free showers! Also the bathrooms are very clean 

Camina por el club nautico de Colsubsidio hasta dónde se rentan los botes, allí hay baños con duchas gratis. También los baños son bastante limpios. 

Km 1 vía lago sochagota, club náutico Colsubsidio",5.761860,-73.114440,,2022-01-04 00:00:00 UTC,,,,,Yes,,,,,,,,,Unknown,,,,,,,,,,,,,,
"Carrera 10, Zapatoca, Metropolitana, Santander, 604069, Colombia",Hotel Abadías,Hotel,Wonder clean big hotel close to the square with a huge private parkadero. Breakfast included. Very helpful staff. Hot water ,6.815462,-73.269840,1708.2765440214425,2022-01-26 00:00:00 UTC,Potable,,,,Yes,Yes - At Sites,No,Yes,Yes,Yes - Fast,No,No,Yes,Hot,Running Water,,,,,,,,,,,,,
"Notaría única, Calle 8, Horizontes, Filandia, Fría, Quindío, 634001, Colombia",Allí no más ,Restaurant,"A really excellent breakfast spot run by two sisters and their daughter. I ate here several times. Breakfast includes a pour over coffee, house made yogurt and fresh fruit as well as a breakfast entree of your choosing. The pancakes are delicious and wonderfully presented. ",4.675386,-75.658464,1954.0,2023-01-28 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Calle 30, Pie de la Popa, Cartagena, Dique, Bolívar, 130001, Colombia",CJS Automotriz-Mechanic,Mechanic and Parts,"Big place that fixes all types of cars and trucks.
Julian the owner is a nice guy and also an engineer.
Our Kia Sportage 2000 diésel, broke the engine, and here we were very welcome. They searched for spare parts. 
The place is always full. Have patience. 
Good place to solve your mechanical problems. ",10.418808,-75.530606,0.4068657519162868,2023-07-28 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,Yes,No,No,Yes,,,,
"Hospital César Uribe Piedrahita, 48-03, Carrera 7, Barrio Milla 1, Puerto Berrío, Magdalena Medio, Antioquia, 053420, Colombia",Casa Hotel La Mansión,Hotel,"Great hotel close to the hospital with air conditioning, a pool, their private parking across the street and breakfast included. We paid 100k for two people one bed in a huge room. The pool was clean and a nice way to end a day of motorcycle riding!",6.488321,-74.405045,118.5671325493604,2022-03-21 09:47:42 UTC,Potable,,,,Yes,Yes - At Sites,No,Yes,No,Yes - Average,No,No,Unknown,Hot,Running Water,,,,,,,,,,,,,
"Popayán, Centro, Cauca, Colombia",Green Hostal Popayan,Informal Campsite,"This is firstly a hostel with 5 rooms (from 2 to 5 persons) but it could be also a place for 1 or 2 motorhomes. It could be difficult for big rigs to turn around but feasible because we did it with a trailer. 

Located 15’ road from Popayan in a Finca that the owners (a family) will make you discover surrounded by the sound of the nature.  Excellent communication with the owner, it is a pleasure to stay here. 

All commodities are present for you to have an excellent stay including a restaurant and breakfast. Very good place to visit Popayan and the area. 

Telephone number Sofia (Spanish / English speaking)
+57 319 3970 062
Carlo's number is: 3023808895, but he usually only answers WhatsApp. Another number is 3023808869.

Instagram for more pictures 
@greenhostalpopayan",2.484418,-76.707766,0.0,2024-09-02 00:00:00 UTC,Potable,,,,Yes,Yes - Not at Sites,Yes,,Yes,Yes - Fast,No,Yes,Yes,Warm,Running Water,,,,,,,,,,,,,
